 Blood Bank Name, State, District, Address,Pincode, Mobile, Email, Website, Category, Blood Component Available, Latitude, Longitude
Cygnus Maharaja Aggarsain Hospital Blood Bank,Haryana,PANIPAT,"Desraj Colony,Devi Mandir Area",132103,8222000942,bloodbank.cygnus@gmail.com,,Private,YES,0,0
Rewari Blood Bank,Haryana,REWARI,"Shree Krishna Medical And Social Welfare Society, 53-RL, Model Town",123401,9416063101,"narendraastha@gmail.com, rewaribloodbank@rediffmail.com",,Charity,YES,28.187832,76.616935
General Hospital Rewari Blood Bank,Haryana,REWARI,"Room No. 16, Government / Civil Hospital Blood Bank
Kayasthwara Mohalla, ",123401,9416194222,bloodbankghrewari@gmail.com,,Government,NO,28.202218,76.619789
Bharti Blood Bank,Haryana,REWARI,Rewari,,,,,Private,,0,0
Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences (PGIMS) Blood Bank,Haryana,ROHTAK,"Medical Road, Maharishi Dayanand University
Rohtak",124001,9467355771,bloodbankpgimsrtk7@gmail.com,http://pgimsrohtak.nic.in/,Government,YES,28.879942,76.608052
General Hospital Blood Bank Sirsa,Haryana,SIRSA,"Room No 25, G.H Sirsa, Near Jhunthra Dharmsala Sirsa",125055,"09416657072, 09416779446  ",bbghsirsa@gmail.com,,Government,NO,29.538977,75.014269
Shiv Shakti Blood Bank,Haryana,SIRSA,"Guru Gobind Singh Marg, B Block,Opposite to Valmiki Chowk",125055,9354884426,bloodsafety@yahoo.com,,Charity,YES,29.536432,75.022062
Bapu Maghar Singh Ji International Blood Bank,Haryana,SIRSA,"Shah Satnam Singh Ji Speciality Hospital
Nohar Bhadra Road,Shahpur Begu, Near Shah Satnam Ji Dham, Dera Sacha Sauda",125055,9416787411,dssbloodbank@gmail.com,http://www.ssjsh.com,Charity,YES,29.467914,75.068864
Bapu Maghar singh ji,Haryana,SIRSA,Sirsa,,,,,Charity,,0,0
General Hospital Blood Bank Sonipat,Haryana,SONIPAT,"Delhi Road, Near Maharana Pratap Chowk",131001,"09254300938, 09896214284","bloodbankchsnp@gmail.com, dr.sukhbirsingh55@yahoo.com",,Government,NO,28.990486,77.036475
Sonipat Blood Bank,Haryana,SONIPAT,"Near Saxsena Hospital, Sector-14
TO Scheme No. -15",131001,"09254300938, 09996010025, 09416600114     ",sonipatbloodbank@gmail.com,,Charity,NO,28.991527,77.034557
Bhagat Phool Singh Government Medical College for Women Blood Bank,Haryana,SONIPAT,"Kanpur Kalan, Sonipat",131305,8607010701,drvermasanjay04@gmail.com,,Government,YES,29.149774,76.808336
Shree MAA Blood Bank,Haryana,YAMUNANAGAR,"1st Floor, Goel Hospital, Jagadhri, Yamunanagar.
Opp Sapphire hotel, railway road, Near Krishna Bajaj auto agency",135003,9416316102,shrimaabloodbank@gmail.com,,Private,YES,30.147696,77.304339
MLGH Trauma Centre Yamuna Nagar Blood Bank ,Haryana,YAMUNANAGAR,"Civil Hospital Blood Bank, Jagadhari, Above Trauma Center
Yamunanagar",135001,9466359077,bloodbanktcynr@gmail.com,,Government,YES,30.1442,77.303543
Bilaspur Regional Hospital Blood bank,Himachal Pradesh,BILASPUR,"Changer Sector Bilaspur, Near D.C.Office Bilaspur",174001,9816028926,ltranjeet926@gmail.com,,Government,NO,31.335735,76.765248
Chamba Regional Hospital Blood Bank ,Himachal Pradesh,CHAMBA,"Regional Hospital, Chamba",176310,9418069485,,,Government,NO,32.558834,76.12246
Bhota Charitable Hospital Blood Bank,Himachal Pradesh,HAMIRPUR,Hamirpur,176041,9418497878,bhota@mjsmrs.net ,,Charity,NO,31.609374,76.569182
Hamirpur Regional Hospital Blood bank,Himachal Pradesh,HAMIRPUR," Agriculture Colony, Hamirpur,",177001,9418096596,bbohomirpurhp@gmail.com,,Government,NO,31.679905,76.527416
 Dharamshala Zonal Hospital Blood Bank,Himachal Pradesh,KANGRA,"Zonal Hospital, Dharamshala",176215,9418137766,bbankzhdshala215@gmail.com,http://www.zhdharamshala.in/,Government,NO,32.2129086,76.3194044
Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Himachal Pradesh,KANGRA,"Dr. Rajendra Prasad Government Medical College, Kangra at Tanda",176001,8988159250,tncbbank@gmail.com,,Government,YES,32.0982738,76.3007658
"Military Hospital,Yol Cant, Kangra",Himachal Pradesh,KANGRA,"Yol Cantt, Kangra",176052,9882435845,,,Government,NO,0,0
Civil Hospital Blood Bank Palampur,Himachal Pradesh,KANGRA,"Civil Hospital, Palampur, Kangra",176061,9418462877,bloodbankplp@gmail.com,,Government,NO,32.107726,76.534876
Reckong Peo Regional Hospital Blood Bank ,Himachal Pradesh,KINNAUR,"Reckong Peo, Kinnaur, Himachal Pradesh
",172107,,bbrhpeo@gmail.com,,Government,NO,31.539316,78.267034
Kullu Regional Hospital Blood Bank ,Himachal Pradesh,KULLU,"R.No. 320, Kullu Regional Hospital ",175101,01902 224778,lackullu@gmail.com,,Government,NO,31.956462,77.111661
Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Himachal Pradesh,MANDI,"Netaji Subhash Chander Bose Zonal Hospital, Mandi",175001,9418316416,aripooja.ar@gmail.com,,Government,YES,31.711561,76.927209
Rohru Civil Hospital Blood Bank ,Himachal Pradesh,SHIMLA,"Rohru, Shimla",171207,9418084314,,smorohru@gmail.com,,Government,NO,31.201285,77.752272
Indira Gandhi Medical College Blood Bank Shimla,Himachal Pradesh,SHIMLA,"Department of BT and IH, Indira Gandhi Medical College
Near Lakkar Bazar",171001,9418091908,bbigmc@gmail.com,,Government,YES,31.1071605,77.1831203
Deen Dayal Updhayay Hospital Blood Bank,Himachal Pradesh,SHIMLA,"DDU Complex, Shimla",171001,9418462397,,,Government,NO,31.103536,77.17218
Kamla Nehru Hospital Blood Bank,Himachal Pradesh,SHIMLA,"Kamla Nehru Hospital, NH-22, Near Mall Road",171001,9418173271,bbknhsml@gmail.com,,Government,NO,31.096648,77.175267
Mahatma Gandhi Medical Services Blood Bank Rampur,Himachal Pradesh,SHIMLA,"Mahatma Gandhi Medical Services Blood Bank Rampur
Near Jakh Institute of Nursing",172001,9418470772,padam0108ps@gmail.com,,Government,NO,31.4470213,77.6294213
Nahan Regional Hospital Blood Bank ,Himachal Pradesh,SIRMAUR,"Regional Hospital, Nahan ",173001,9418087764,,,Government,NO,30.559933,77.295483
Malhotra Super Speciality Hospital Blood Bank ,Himachal Pradesh,SOLAN,"(A Unit of Malhotra Clinics Private Limited), SCO No. 8, Himuda Bhatoli Kalan, Opp.- Mahavir Spinning Mills, Baddi",173205,9816020120,drmukeshmalhotra@gmail.com,,Private,YES,30.9491629,76.8319738
Maharishi Markendeshwar Medical College and Hospital Blood Bank,Himachal Pradesh,SOLAN,"LADO, Sultanpur Road, Kumarhatti, Solan
",173229,,msoffice@mmusolan.org,,Charity,YES,30.8713445,77.0863049
 Solan Regional Hospital Blood Bank,Himachal Pradesh,SOLAN,"Regional Hospital, Near Lakkar Bazar, Tank Road",173212,9418483517,safebloodrhs@gmail.com,,Government,NO,30.90738,77.107075
Una Regional Hospital Blood Bank ,Himachal Pradesh,UNA,"Regional Hospital, Una",174303,9805411234,bloodbankuna2@gmail.com,,Government,NO,31.4785791,76.2741605
MMAB memorial District Hospital  Blood Bank Anantnag,Jammu and Kashmir,ANANTNAG,"MMAB memorial Blood Bank, Janglat Mandi, District Hospital, Anantnag",192101,01923 222170,,,Government,NO,33.7253569,75.153155
Baramulla District Hospital Blood Bank,Jammu and Kashmir,BARAMULLA,"District Hospital, Kanthbagh, Baramulla",193101,9797218141,bbankdhbla@gmail.com,,Government,NO,34.2031312,74.3654033
Chodana Sub-District Hospital Blood Bank,Jammu and Kashmir,Budgam,"Sub-District Hospital, Chadoora, Budgam",191113,9596301711,,,Government,NO,33.9429341,74.7993502
Budgam District Hospital Blood Bank ,Jammu and Kashmir,Budgam,"ASYM District Hospital Campus, Near District Court Complex",191111,9419035800,medsupdhb@gmail.com,,Government,NO,34.020827,74.719824
Doda District Hospital Blood Bank ,Jammu and Kashmir,DODA,"District Hospital, Doda",182202,9419168144,,,Government,NO,33.144377,75.543698
District Hospital Blood Bank Ganderbal ,Jammu and Kashmir,GANDERBAL,Ganderbal,191201,,,,Government,,34.1944531,74.652155
Government Hospital Blood Bank Gandhi Nagar,Jammu and Kashmir,JAMMU,"Government Hospital, Gandhi Nagar, Jammu",180001,9419187114,,,Government,NO,32.705277,74.859974
Government Medical College and Hospital Blood Bank,Jammu and Kashmir,JAMMU,"Government Medical College and Hospital, Mahesh Pura Chowk, Bakshi Nagar",180001,9419184710,sawhney.461@rediffmail.com,http://www.gmcjammu.nic.in,Government,NO,32.736061,74.853998
Sri Maharaja Gulab Singh (SMGS) Hospital Blood Bank,Jammu and Kashmir,JAMMU,"Shalamar Road, Indra Chowk, Jammu",180001,,,http://gmcjammu.nic.in/smgs.aspx,Government,YES,32.733578,74.862023
Bee Enn General Hospital Blood Bank,Jammu and Kashmir,JAMMU,"Garden Avenue, Bhagwati Nagar, Talab Tillo, Jammu",180002,,bngh@beengroup.com,http://www.beeenngroup.com/,Charity,,32.7297174,74.8411347
Sainik Asptal Blood Bank Satwari,Jammu and Kashmir,JAMMU,"166, Military Hospital, C/o. 56 APO",180003,,,,Government,NO,0,0
Acharya Shri Chander College of Medical Sciences and Hospital Blood Bank,Jammu and Kashmir,JAMMU,"Acharya Shri Chander College of Medical Sciences and Hospital, N.H ByPass P.O Majeen",180017,,,,Charity,YES,32.760493,74.898955
Kargil District Hospital (Kargil Ladakh Kashmir Division) Blood Bank ,Jammu and Kashmir,KARGIL,"District Hospital, Kargil Ladakh Kashmir Division, Jammu and Kashmir",194103,9419888523,,,Government,NO,34.559251,76.124874
Kathua District Hospital Blood Bank ,Jammu and Kashmir,KATHUA,"District Hospital, Kathua ",184102,9419176206,,,Government,NO,32.390815,75.5252
Kishtwar District Hospital Blood Bank  ,Jammu and Kashmir,KISHTWAR,"District Hospital, Near Bus stand Kishtwar.",182204,9018497123,bloodbankkishtwar@gmail.com,,Government,NO,33.3139274,75.7681239
Kulgam District Hospital Blood Bank ,Jammu and Kashmir,KULGAM,"Kulgam Quzigund Road, opposite to Fruit mandi Kulgam",192231,9622749024,,,Government,NO,33.645305,75.026719
Handwara District Hospital Blood Bank,Jammu and Kashmir,KUPWARA,"Handwara Hwy, Shaheen Colony, Durashpora, Handwara",193221,9622221424,d.r.randwara@gmail.com,,Government,NO,34.396437,74.284765
General Hospital Blood Bank,Jammu and Kashmir,LEH LADAKH,"153, General Hospital, C/o. 56 APO, Leh Ladakh ",194101,"09906982587, 094191235102",,,Government,,0,0
SNM Hospital Blood Bank,Jammu and Kashmir,LEH LADAKH,"SNM Hospital, Main Bazar, Leh",194101,9622181045,,,Government,NO,34.153795,77.580209
Raja Sukhdev Singh District Hospital Poonch,Jammu and Kashmir,POONCH,"District Hospital, Poonch",185101,9.41960182309419E+020,zabas63@gmail.com,,Government,NO,33.772293,74.098062
Pulwama District Hospital Blood Bank ,Jammu and Kashmir,PULWAMA,"District Hospital, Pulwama",192301,"09419757644, 09419070964",bbdhpulwama@gmail.com,,Government,NO,33.878861,74.900779
General Hospital Blood Bank (Army),Jammu and Kashmir,RAJOURI,"150, General Hospital, Rajouri",185131,9596711669,,,Government,NO,0,0
Rajouri District Hospital Blood Bank ,Jammu and Kashmir,RAJOURI,"District Hospital,  kheora, Rajouri
",185131,9419267266,,,Government,NO,33.3880811,74.316008
Ramban District Hospital Blood Bank ,Jammu and Kashmir,RAMBAN,"NH1A, Upper Bazaar, Ramban,",182144,9419211432,,,Government,NO,33.2420569,75.2392611
District Hospital Blood Bank Sambha ,Jammu and Kashmir,SAMBA,"District Hospital, Near Sabzi Mandi, Samba",184121,,,,Government,,32.560515,75.120911
District Hospital Blood Bank Shopian ,Jammu and Kashmir,SHOPIAN,Shopian,192303,9906691206,,,Government,,33.7200624,74.8338034
Shri Maharaja Hari Singh (SMHS) Hospital Blood Bank,Jammu and Kashmir,SRINAGAR,"SMHS Road, Near Gold Market, Karan Nagar, Srinagar, ",190010,9419466823,bloodbanksmhshospitalsgr@gmail.com,,Government,YES,34.0862001,74.7977402
92 Base Hospital Blood Bank,Jammu and Kashmir,SRINAGAR,"92 Base Hospital, C/o. 56 APO,  Badami Bagh, Srinagar",190004,9419025840,yes,,Government,NO,34.06591,74.856181
Sher-I-Kashmir Institute of Medical Sciences (SKIMS) Blood bank,Jammu and Kashmir,SRINAGAR,"Sher-I-Kashmir Institute of Medical Sciences (SKIMS)
Anchar, Soura, Srinagar",190011,9419081023,bloodtransfusion@skims.in,http://www.skims.ac.in/,Government,YES,34.136677,74.800264
 Government Lal Ded Hospital Blood Bank,Jammu and Kashmir,SRINAGAR,"Wazirbagh, Srinagar GPO, Srinagar",190001,9797937999,,http://www.gmcs.edu.in,Government,YES,34.0667492,74.8081809
Government Bone and Joint Surgery Hospital Blood Bank,Jammu and Kashmir,SRINAGAR,"Government Bone and Joint Surgery Hospital, Near Barzulla bridge, Srinagar",190005,9419720762,,,Government,NO,34.0481,74.80522
Jawahar Lal Nehru Memorial Hospital Blood Bank,Jammu and Kashmir,SRINAGAR,"Jawahar Lal Nehru Memorial Hospital Blood Bank, Rainwari, Srinagar",190003,,,,Government,NO,34.097759,74.821651
Command Hospital Blood Bank ,Jammu and Kashmir,UDHAMPUR,"Command Hospital, Uttari Kaman, C/o Uttari Kaman, Udhampur",182101,,,,Government,,32.930786,75.135348
Udhampur District Hospital Blood Bank ,Jammu and Kashmir,UDHAMPUR,"Udhampur  District Hospital, Near ITI collage",182101,9419222969,msudh1@rediffmail.com,,Government,NO,32.919922,75.132831
Indian Red Cross Society Blood Bank Bokaro,Jharkhand,BOKARO,"IRCS, Blood bank, Pandit Jawahar lal Nehru Marg, Near Airport, Sector 1 B.S. City",827001,9431321798,bbircsbokaro@gmail.com,,Charity,NO,23.644138,86.151112
Bokaro General Hospital Blood Bank,Jharkhand,BOKARO,"Blood Bank, Bokaro General Hospital, Sector - 4, Bokaro Steel City",827004,8986872991,bloodbankbgh@gmail.com,,Government,YES,23.675112,86.145632
K.M. Memorial Hospital & Research Center Blood Bank,Jharkhand,BOKARO,"Blood Bank, K.M. Memorial Hospital & Research Center, By Pass Road Chas Bokaro",827013,9234303421,kmmbloodbank@gmail.com,,Private,NO,23.633257,86.173506
Deoghar Sadar Hospital Campus Blood Bank ,Jharkhand,DEOGHAR,"Blood Bank, Sadar Hospital, Deoghar ",814112,9234870137,bloodbanddeoghar@gmail.com,,Government,NO,24.491027,86.693996
Patliputra Medical college and Hospital (PMCH) Blood Bank Dhanbad,Jharkhand,DHANBAD,"PMCH, Saraidhela, Dhanbad, PO. BCCL Township",826005,9431188793,bloodbankpmch@gmail.com,,Government,NO,23.7976877,86.4356088
Central Hospital Blood Bank BCCL Dhanbad,Jharkhand,DHANBAD,"Blood Bank, Central Hospital, BCCL, Dhanbad",826003,9470595653,,,Private,NO,23.8057146,86.4509654
S. N. Chakraborty Memorial Chakraborty Nursing Home Blood Bank,Jharkhand,DHANBAD,"Debraj Complex, Dhansar, Dhanbad",828106,9939900855,ranjansnh6@gmail.com,,Private,NO,0,0
Dwarka Das Jalan Memorial Hospital Bartand Blood Bank ,Jharkhand,DHANBAD,"Blood Bank Dwarka Das Jalan Memorial Hospital Bartand, Dhanbad",826001,9204061081,jalanbloodbank@gmail.com,,Private,NO,23.806393,86.43059
Dumka Sadar Hospital Blood Bank ,Jharkhand,DUMKA,"Near Town Hall, Dumka",814101,9341190075,bloodbankdumka@gmail.com,,Government,NO,24.267264,87.251613
MGM Medical College Hospital Campus Blood Bank Jamshedpur,Jharkhand,EAST SINGHBHUM,"Sakchi, Jamshedpur",831001,9431459163,bloodbankmgm@rediffmail.com,,Government,NO,22.811699,86.210334
Jamshedpur Blood Bank ,Jharkhand,EAST SINGHBHUM,"Stocking Road, Northern Town. Bistupur",831001,9431346147,jbbjsr@gmail.com,,Charity,YES,22.804227,86.181256
Garhwa Sadar Hospital Campus Blood Bank ,Jharkhand,GARHWA,"Blood Bank, Sadar Hospital Garhwa",822114,9955469085,bloodbankgarhwa@yahoo.in,,Government,NO,24.158163,83.802052
Giridih Sadar Hospital Blood Bank ,Jharkhand,GIRIDIH,"Blood Bank, Sadar Hospital Giridih",815301,9331743396,bloodbankgrd@gmail.com,,Government,NO,24.1879903,86.3064543
Gumla Sadar Hospital Blood Bank ,Jharkhand,GUMLA,"Blood Bank, Sadar Hospital Gumla, Jharkhand",835207,9534032306,bloodbankgumla@gmail.com,,Government,NO,23.0346771,84.5383358
Hazaribag Sadar Hospital Blood Bank ,Jharkhand,HAZARIBAGH,"Blood Bank, Sadar Hospital Campus Hazaribag",825301,"08092769023, 08969231140",r.khairihzb@gmail.com,,Government,NO,23.997502,85.3564179
TISCO West Bokaro Hospital Blood Bank ,Jharkhand,HAZARIBAGH,"Blood Bank, TISCO West Bokaro Hospital, Ghatotand, Hazaribagh",825314,9204069482,sindhubaksi@gmail.com,,Private,NO,0,0
Koderma Sadar Hospital Blood Bank ,Jharkhand,KODERMA,"Blood Bank, Sadar Hospital Koderma",825410,9334516895,zafar.kod@gmail.com,,Government,NO,24.188289,86.306465
Latehar Sadhar Hospital Blood Bank,Jharkhand,LATEHAR,"Sub-Divisional Hospital Blood Bank, Latehar",829206,9835589186,bloodbanklatehar@gmail.com,,Government,NO,23.7432844,84.5059776
Lohardaga Sadar Hospital Blood Bank ,Jharkhand,LOHARDAGA,"Blood Bank, Sadar Hospital Lohardagga",835302,9334484971,curewell@gmail.com,,Government,NO,23.441722,84.685316
Pakur Sadar Hospital Blood Bank ,Jharkhand,PAKUR,,,9934347811,cs.pakur@gmail.com,,Government,NO,24.6476852,87.7862334
Palamu Sadar Hospital Blood Bank ,Jharkhand,PALAMU,"Daltonganj, palamau",822101,9431787476,bloodbankpalamau@gmail.com,,Government,NO,24.047051,84.060447
CCL Hospital Blood Bank Ramgarh,Jharkhand,RAMGARH,"Blood Bank, CCL Hospital, Nai Sarai Ramgarh Cantt, Argada Road",829122,9431792122,krarvind_dr@yahoo.co.in,,Government,NO,23.6484192,85.5093472
Military Hospital Blood Bank Ramgarh,Jharkhand,RAMGARH,"Blood Bank, Military Hospital, Ramgarh Cantt, Ramgarh",829122,06553 225055,,,Private,NO,0,0
Apurva Blood Bank Ramgarh,Jharkhand,RAMGARH,Apoorva Blood Bank Ramgarh,829122,9304842607,,,Private,NO,0,0
"Heavy Engineering Corporation, Plant Hospital Blood Bank",Jharkhand,RANCHI,"Sector III, HEC Campus, Opposite JSCA Stadium, Ranchi",834004,9835539866,cmo@heclltd.com,,Government,NO,23.313367,85.277743
"Rajendra Institute of Medical Science (RIMS) Blood Bank, Bariyatu",Jharkhand,RANCHI,"Bariatu, Ranchi, Jharkhand",834009,9470516651,bldbnkrims@gmail.com,http://www.rimsranchi.org/,Government,YES,23.388964,85.349138
CCL Hospital Blood Bank Ranchi,Jharkhand,RANCHI,"Central Hospital,CCL, Gandhi Nagar, Kanka Rd, Ranchi ",834008,9934386375,kdas401@gmail.com,,Government,NO,23.408788,85.321355
Indian Red Cross Society (IRCS) Blood Bank Morabadi,Jharkhand,RANCHI,"Morabadi, Near Hockey Stadium, Ranchi",834008,9431352561,redcrosssocietyranchi@gmail.com,,Charity,,23.3882502,85.3281205
Abdur Razzaque Memorial Weavers Hospital (ARAM) Blood Bank ,Jharkhand,RANCHI,"Blood Bank, ARAM Apollo Hospital, IRBA, Ranchi",835217,9234303420,jh.bb.medantarnc@gmail.com,,Private,YES,23.4507571,85.4370738
Nagarmal Modi Seva Sadan Hospital Blood Bank,Jharkhand,RANCHI,"Blood Bank, Nagarmal Modi Seva Sadan Hospital, Upper Bazar, Ranchi",834001,"09234684880, 09204759876",,,Private,,23.371161,85.317141
Rinchi Trust Hospital Blood Bank,Jharkhand,RANCHI,"Rinchi Trust Hospital Blood Bank, Kathal More, Itki Road, Ranchi.",835303,9534084500,nirajkkmr@gmail.com,,Charity,YES,23.3451234,85.1106008
Devkamal Hospital and Research Centre Blood Bank,Jharkhand,RANCHI,"Bajra Bazar, Bajra, Near IIT Bus Stand, Itki Road",834005,9204055638,devkamalhospicare@gmail.com,,Private,NO,23.3691335,85.2204851
Gurunanak Hospital and Research Centre Blood Bank ,Jharkhand,RANCHI,"Gurunanak Hospital and Research Centre Blood Bank Unit, Station Road, Ranchi.",834001,9031091565,gnhrebloodbank@gmail.com,,Private,NO,23.349938,85.330008
Sainik Hospital Blood Bank Namkum,Jharkhand,RANCHI,"Blood Bank, Sainik Hospital, Namkum, Ranchi",834010,,,,Private,,23.3496021,85.3796172
Birsa Blood Bank Bariyatu,Jharkhand,RANCHI,"RIMS Colony, Near Hill View Nursing Home, Bariyatu
",834009,9431767302,birsabloodbankbariaturanchi@gmail.com,,Private,NO,0,0
Jharkhand Blood Bank Bariatu ,Jharkhand,RANCHI,"Jharkhand Blood Bank, S. R. Complex,  Near Bariatu Masjid, Bariatu",834009,"09334439995, 09973161687",jharkhandbloodbank2004@gmail.com,,Private,NO,23.395757,85.351652
Archi Blood Bank Jharkhand ,Jharkhand,RANCHI,"Baxi Avenew, Dr. J. Sharan Lane Bariatu Ranchi",834009,9304842607,,,Private,NO,23.38949,85.346526
Sahebganj Sadar Hospital Blood Bank ,Jharkhand,SAHEBGANJ,"Blood Bank, Sadar Hospital, Sahebganj",816109,9931204554,bloodbanksbg@gmail.com,,Government,NO,25.235841,87.634215
Simdega Sadar Hospital Blood Bank ,Jharkhand,SIMDEGA,"Blood Bank, Sadar Hospital Simdega ",825223,9905101190,bloodbanksimdega@gmail.com,,Government,NO,22.6149779,84.5028825
Chaibasa Sadar Hospital Blood Bank ,Jharkhand,WEST SINGHBHUM,"Blood Bank, Sadar Hospital Chaibasa, West Singhbhum ",833201,9279221139,bbchaibasa@gmail.com,,Government,NO,22.5505168,85.8054811
